name,logo,category,address,description,site_web,size,twitter,linkedin,facebook,youtube
Canny SCHOOL,https://www.emploitic.com/attachments/company_logo/logo_4963523.jpg,Services,"Hai Boushaki lot n21 local 02, 2 etage, Alger, Algérie",,,PME/PMI,,,,
LALA ZOHRA INVESTISSEMENT -EURL,https://www.emploitic.com/attachments/company_logo/logo_4963637.jpg,"BTP, Construction, Immobilier","Cité 116 logts C2 n°39 4e étage Ouled Fayet-, Alger, Algérie",,,PME/PMI,,,,
Neurones,https://www.emploitic.com/attachments/company_logo/logo_4963715.jpg,"Informatique, Télécom, Internet","Abidjan, Côte d'ivoire",,,PME/PMI,,,,
UTC Solar Design,https://www.emploitic.com/attachments/company_logo/logo_4964178.jpg,"Energie, Mines, Matière première","Djnan el afia, birkhadem, Alger, Algérie",,,PME/PMI,,,,
Victoria School,https://www.emploitic.com/attachments/company_logo/logo_4964214.jpg,Services,"Avene Dr benzerga bâtiment A , Appartement 16 oran, Oran, Algérie",,,PME/PMI,,,,
Taif Algeria,https://www.emploitic.com/attachments/company_logo/logo_4964545.jpg,Industries,"11 cité Abdouni, dar el Baida, Alger, Algérie",,,Multinationale,,,,
Epione santé,https://www.emploitic.com/attachments/company_logo/logo_5000923.jpg,"Distribution, Commerce","chemin de l'avenir n 05oued roumane el achour alger16106, Alger, Algérie",,,PME/PMI,,,,
HIGHSTEP,https://www.emploitic.com/attachments/company_logo/logo_4962057.jpg,"Distribution, Commerce","Rue Ait Boudjemaa Bâtiment A N°03 Cheraga , Alger, Algérie",,,PME/PMI,,,,
Safari Voyage,https://www.emploitic.com/attachments/company_logo/logo_4962478.jpg,Services,"cité 104 logts, , Guelma, Algérie",,,PME/PMI,,,,
Dataforce Solution,https://www.emploitic.com/attachments/company_logo/logo_4999502.jpg,"Informatique, Télécom, Internet","1 rue de bel air 93360 Neuilly, France",,,Multinationale,,,,
Briqueterie Tidjelabine,https://www.emploitic.com/attachments/company_logo/logo_5141014.jpg,Industries,"Briqueterie Tidjelabine Zone Industrielle de Tidjelabine wilaya de Boumerdes 35, Alger, Algérie",,,PME/PMI,,,,
ENERGIZE,https://www.emploitic.com/attachments/company_logo/logo_4960785.jpg,Services,"Lomé, Togo",,,PME/PMI,,,,
IND AGRO Alimentaria,https://www.emploitic.com/attachments/company_logo/logo_4964423.jpg,Industries,"Rouiba, Alger, Algérie",,,PME/PMI,,,,
OKNA PVC,https://www.emploitic.com/attachments/company_logo/logo_5254420.jpg,Industries,"RN°12 azazga Tizi ouzzou, Tizi Ouzou, Algérie",,,PME/PMI,,,,
proALPHA Business Solutions,https://www.emploitic.com/attachments/company_logo/logo_4958955.jpg,"Informatique, Télécom, Internet","weilerbach, Allemagne",,,PME/PMI,,,,
Corossolcs,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"Abidjan, Côte d'ivoire",,,PME/PMI,,,,
Test NKG,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Informatique, Télécom, Internet","Abidjan, Côte d'ivoire",,,Grande entreprise,,,,
Groupe NAFAA,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,", Abidjan, Côte d'ivoire",,,PME/PMI,,,,
Jones Lang Lasalle JLL,https://www.emploitic.com/attachments/company_logo/logo_4956785.jpg,"BTP, Construction, Immobilier","13 Rue Ibnou Toufail, Casablanca 20340, , Maroc",,,Multinationale,,,,
SPIE Oil & Gas Services,https://www.emploitic.com/attachments/company_logo/logo_4956898.jpg,Industries,"Dakar, , Sénégal",,,Multinationale,,,,
Micocina,https://www.emploitic.com/attachments/company_logo/logo_4957806.jpg,"Distribution, Commerce","Birkhadem ( tixeraine ) ALGER (DZ)BIRKHADEM, Alger, Algérie",,,PME/PMI,,,,
Sarl Edahwara eau minérale,https://www.emploitic.com/attachments/company_logo/logo_4957548.jpg,Industries,"Cité 1200 logement coopérative immobilière El Cherifa, Bt C N° 06 salle N° 2 à droite de l'entrée Bab Ezzouar, Alger, Algérie",,,PME/PMI,,,,
Sarl Sky Pharma,https://www.emploitic.com/attachments/company_logo/logo_4957583.jpg,Industries,"Constantine , Algérie",,,PME/PMI,,,,
Pharmacie Kerar,https://www.emploitic.com/attachments/company_logo/logo_5099567.jpg,"Distribution, Commerce","1 rue colonel ali melah place du 1 er mai, Alger, Algérie",,,PME/PMI,,,,
Numerix,https://www.emploitic.com/attachments/company_logo/logo_5046355.jpg,Services,"49 Bd Si Moussadegh Froment Cost, Rue Belair, 31000, Oran, Algérie","Numerix est une entreprise spécialisée dans l’externalisation des
métiers de la relation client, du télémarketing, et de la
prestation des missions de Back Office. 

Accueil téléphonique externalisé
Génération de prospects 
Assurance
Génération de leads 
concessionnaire automobile 
Génération leads chauffage ventilation climatisation 
Campagne collecte de fonds
Génération de leads en défiscalisation 
Force de vente supplétive et autres… 

Nos services s’adressent aussi bien aux grands groupes, aux PME, qu’aux professions libérales.",https://numerix-cc.com/,PME/PMI,https://www.instagram.com/numerix_cc/,https://www.linkedin.com/company/numerixoutsourcing/,https://www.facebook.com/numerixoutsourcing/,
Crypto Startup,https://www.emploitic.com/attachments/company_logo/logo_4951166.jpg,"Informatique, Télécom, Internet","Alger, , Algérie",,,Multinationale,,,,
SNGGROUPES,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Informatique, Télécom, Internet","Abidjan, Côte d'ivoire",,,PME/PMI,,,,
Moonlight restaurant,https://www.emploitic.com/attachments/company_logo/logo_4951594.jpg,Services,"Riviera 3, triangle , Côte d'ivoire",,,PME/PMI,,,,
Sissa Couture,https://www.emploitic.com/attachments/company_logo/logo_4951600.jpg,Industries,"coperative première tranche, Nakhla, , Boumerdes, Algérie",,,PME/PMI,,,,
Yakouma,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Informatique, Télécom, Internet","2 plateau, Côte d'ivoire",,,PME/PMI,,,,
proALPHA Business Solutions GmbH,https://www.emploitic.com/attachments/company_logo/logo_4948409.jpg,"Informatique, Télécom, Internet","Auf dem Immel 8 Weilerbach 67685 Germany, Allemagne",,,Multinationale,,,,
Sarl dynamic agro,https://www.emploitic.com/attachments/company_logo/logo_4949271.jpg,"Distribution, Commerce","ZI Lot N°40 Section 21 Ilot A Premier Etage Oued Smar W. ALGER, Alger, Algérie",,,Grande entreprise,,,,
SARL SOMI,https://www.emploitic.com/attachments/company_logo/logo_5037869.jpg,Services,"10 Rue des Freres Belhadj - Oran, Alger, Algérie","« SOMI », est une entreprise spécialisée dans la vente,
l’installation, la mise en service et réparation d’ascenseurs,
monte-charge et escaliers mécaniques, elle a été créée en 1991
par quatre cadres dirigeants d’une entreprise publique spécialisée
en ascenseurs. « SOMI », distributeur exclusif de la marque
Schindler en Algérie, est une entreprise agréée par les autorités
algériennes, tel que le ministère de l’habitat, de l’urbanisme
et de la ville, pour son respect de la réglementation en matière de
sécurité, d’environnement et de santé. Le marché national de
l’Ascenseur et de l’Escalier Mécanique ne cesse d’évoluer
d’accroitre et notre expérience dans le domaine permet de répondre
aux exigences et attentes de nos Clients et nos Partenaires.",https://somi-dz.com/,PME/PMI,,,,
Webeuz Agence Digitale,https://www.emploitic.com/attachments/company_logo/logo_4946200.jpg,Services,"10éme étage, 353, Espace Idriss, Bd Mohammed V, Angle La Résistance, Casablanca 20300, , Maroc",,,PME/PMI,,,,
SARL NEW ASKREM GEO TECH,https://www.emploitic.com/attachments/company_logo/logo_4946315.jpg,Services,"75° boulevard mohamed v, Alger, Algérie",,,PME/PMI,,,,
Envirotec,https://www.emploitic.com/attachments/company_logo/logo_4944060.jpg,"Distribution, Commerce","kouba, Kouba, Alger, Algérie","Fort de ses nombreux collaborateurs et leader sur son marché depuis 2004, notre société est spécialisée dans le domaine technique (climatisation de précision pour les data center, protection électrique (parafoudre et surtension), traitement de l’air (Humidification et déshumidification) et prise de force (industrielles), nous avons pour objectif de développer nos activités en Algérie",,PME/PMI,,,,
Madisel,https://www.emploitic.com/attachments/company_logo/logo_4943778.jpg,"Distribution, Commerce","239 lots boujamaa temim draria, Alger, Algérie",,,PME/PMI,,,,
EGT Biskra,https://www.emploitic.com/attachments/company_logo/logo_4943852.jpg,Services,"Route de Batna complexe thermal, , Biskra, Algérie",,,PME/PMI,,,,
Brango,https://www.emploitic.com/attachments/company_logo/logo_4938531.jpg,"Distribution, Commerce","5 rue mohamed belahcen, El Harrach, Alger, Algérie",,,PME/PMI,,,,
IRCAB,https://www.emploitic.com/attachments/company_logo/logo_4948948.jpg,Services,"43 Rue du Hoggar, Hydra, Alger, Algérie",,,PME/PMI,,,,
Rue pc,https://www.emploitic.com/attachments/company_logo/logo_5127907.jpg,"Informatique, Télécom, Internet","178,Avenue Hamid KEBLADJ . ALGER, El Hammamet, Alger, Algérie","Créé en 2012, Rue PC est une entreprise de vente & maintenance de matériels informatiques. Rue PC est devenue l'une des entreprises les plus solides dans ce domaine en termes de service rendu aux grand publique (Retail) ou les entreprises (Corporate)",,PME/PMI,,,,
المدرسة القرآنية للجامع أوقري,https://www.emploitic.com/attachments/company_logo/logo_4936319.jpg,Services,", Guenzet, Setif, Algérie",,,PME/PMI,,,,
CLEVERZONE,https://www.emploitic.com/attachments/company_logo/logo_4985830.jpg,Services,"Coopérative G8 N°115 DV71, KOUBA ALGER ALGER (DZ)KOUBA, Alger, Algérie",,,PME/PMI,,,,
luxury business,https://www.emploitic.com/attachments/company_logo/logo_5122805.jpg,Services,"cité gaaloul N°125 Chaghi taya bordj el bahri, Alger, Algérie",,,PME/PMI,,,,
centre d'analyses médicales lilas,https://www.emploitic.com/attachments/company_logo/logo_4936822.jpg,Services,"constantine, Algérie",,,PME/PMI,,,,
groupe scolaire el Fath,https://www.emploitic.com/attachments/company_logo/logo_5002381.jpg,Services,"iliamthiali@hotmail.com, Tlemcen, Algérie",,,PME/PMI,,,,
Boudraa Auto,https://www.emploitic.com/attachments/company_logo/logo_5091415.jpg,Industries,"2GVX+43Q, Ouled Hamla 04002 Aïn M'Lila, Algeria, Oum el Bouaghi, Algérie",,,PME/PMI,,,,
Hotel Cap Carbon,https://www.emploitic.com/attachments/company_logo/logo_4946298.jpg,Services,"hotelcap6@gmail.com, Bejaia, Algérie",,,PME/PMI,,,,
Industrinet SPA,https://www.emploitic.com/attachments/company_logo/logo_4934701.jpg,Industries,"annaba, Algérie",,,PME/PMI,,,,
SNC BAT,https://www.emploitic.com/attachments/company_logo/logo_4934990.jpg,"Distribution, Commerce","RN°24, , Boumerdes, Algérie",,,PME/PMI,,,,
ETPTS,https://www.emploitic.com/attachments/company_logo/logo_5038253.jpg,"BTP, Construction, Immobilier","Cité AIN ABDALLAH résidence LE ROCHER NOIR,Etage des séervices BUREAU N 10 BOUMERDES 35000, Boumerdes, Algérie","La Sarl ETPTS est une société spécialisée dans l’étude et
réalisation d’ouvrages en bâtiments de catégorie six. Fondée en
1999 par son père DJAOUDI Lounas et ATTOU Mohamed Seghir, reprise par
son fils DJAOUDI Bilal, ingénieur en planification en 2012, la
transmission du savoir-faire de père en fils a valu à la société
de figurer dans la Short-List du Ministère de l’Habitat, de
l’Urbanisme et de la Ville, depuis 2014. Depuis sa création la
société ne cesse d’affirmer sa place dans le marché de
l’immobilier, misant sur l’excellence et la rapidité dans la
réalisation de ses projets. La Sarl ETPTS, s’est dotée de moyens
humains et matériels, une équipe de professionnels, ingénieurs
compétents et mains-d’œuvre qualifiée et fut la première
entreprise locale à introduire le coffrage en aluminium intégral,
une technologie alliant fiabilité et rapidité d’exécution des
ouvrages.",https://etpts.dz/,Grande entreprise,,,,
SAA Hydra,https://www.emploitic.com/attachments/company_logo/logo_4931631.jpg,Services,"Hydra, Alger, Algérie",,,PME/PMI,,,,
Algorithme Logistics,https://www.emploitic.com/attachments/company_logo/logo_4931967.jpg,"Distribution, Commerce","01 Rue des Freres Oukid, Square Port Said, 16037, , Alger, Algérie",,,PME/PMI,,,,
Autoqual,https://www.emploitic.com/attachments/company_logo/logo_4951095.jpg,Services,", Rouiba, Alger, Algérie",,,PME/PMI,,,,
MEDCARE PHARM,https://www.emploitic.com/attachments/company_logo/logo_4929444.jpg,"Distribution, Commerce","constantine, Algérie",,,PME/PMI,,,,
BIOTER PLUS ALGERIE,https://www.emploitic.com/attachments/company_logo/logo_4931206.jpg,"Distribution, Commerce","lots Abdi moulud n°2, Birtouta, Alger, Algérie","BIOTER PLUS ALGERIE distributeur officiel de laboratoire
parapharmaceutique BIOSOURCE spécialisé en bio-production",,PME/PMI,,,,
Mahroug Djamel Consultant,https://www.emploitic.com/attachments/company_logo/logo_4924848.jpg,Industries,"1 RUE SEDIRA,Ain smara, Constantine, Algérie",,,PME/PMI,,,,
Panama Print,https://www.emploitic.com/attachments/company_logo/logo_4924935.jpg,Services,"Boulevard de l'Université, Bab Ezzouar, Alger, Algérie",,,PME/PMI,,,,
TD Pro,https://www.emploitic.com/attachments/company_logo/logo_4925028.jpg,"Distribution, Commerce","Rue Bibi Tahar N° 41 Ouled Chebel, Birtouta, Alger, Algérie",,,PME/PMI,,,,
Conservatoire National des Formations à l’Environnement (CNFE),https://www.emploitic.com/attachments/company_logo/logo_4925443.jpg,Services,"11, Rue Mohamed Tazairt, Bab El – Oued – ALGER, Alger, Algérie",,,PME/PMI,,,,
sarl transfil,https://www.emploitic.com/attachments/company_logo/logo_4925500.jpg,Industries,"bordj bou arreridj, Bordj Bou Arreridj, Algérie",,,PME/PMI,,,,
Sarl Good Mad,https://www.emploitic.com/attachments/company_logo/logo_5002352.jpg,Industries,"cité el makhfi el noor n°66 reghaia, Alger, Algérie",,,PME/PMI,,,,
Atmosphère meuble et Déco Annaba,https://www.emploitic.com/attachments/company_logo/logo_4922206.jpg,"Distribution, Commerce","Résidence El Mordjane ( Bouchareb ) Chapuis ., Annaba, Algérie",,,PME/PMI,,,,
Galatée Restaurant,https://www.emploitic.com/attachments/company_logo/logo_5091706.jpg,Services,"Company Address 43 boulvard 11 décembre , val d'hydra ALGER , Alger, Algérie",,,PME/PMI,,,,
Ticket Kdo,https://www.emploitic.com/attachments/company_logo/logo_4923423.jpg,Services,", Algérie",,,Multinationale,,,,
GROUPE CONFECTION & HABILLEMENT FASHION SPA,https://www.emploitic.com/attachments/company_logo/logo_4919225.jpg,"Distribution, Commerce","ZONE INDUSTRIELLE DE ROUIBA ROUTE NATIONALE N° 05 Rouiba, (16),, Alger, Algérie",,,Grande entreprise,,,,
Cabinet d'Expertise Comptable et Commissariat aux Comptes de Mr Guerboukha Racim,https://www.emploitic.com/attachments/company_logo/logo_4919556.jpg,Services,"Chevalley, Alger, Algérie",,,PME/PMI,,,,
Boutique Lovely Bride,https://www.emploitic.com/attachments/company_logo/logo_4919694.jpg,"Distribution, Commerce","Mohamed El Mokrani Street, Behind Primary School Martyr ""Ben Diab Abed El Rachid, Bordj Bou Arreridj, Algérie",,,PME/PMI,,,,
IIDM,https://www.emploitic.com/attachments/company_logo/logo_4920619.jpg,"Distribution, Commerce","CITE DU LYCEE A 29 Rouiba Rp, (16),, Alger, Algérie",,,PME/PMI,,,,
Afb Software,https://www.emploitic.com/attachments/company_logo/logo_4932408.jpg,"Informatique, Télécom, Internet","Dakar, Sénégal","AFBS est le distributeur exclusif de logiciels de gestion Airmes édités et développés par la société ETC reconnue depuis 17 ans par plus de 900 clients répartis sur l'Europe et l'Afrique.
Notre équipe de développeurs et de consultants possède une grande expertise des problématiques de gestion dans divers secteurs d’activités de l’économie : les écoles, les agences de voyages, les entreprises du bâtiment…",https://afbs.africa/qui-sommes-nous/,Multinationale,,,,
JCB,https://www.emploitic.com/attachments/company_logo/logo_4921411.jpg,"BTP, Construction, Immobilier","Peter House Oxford Street, M1 5AN, Manchester, United Kingdom, Algérie",,,Multinationale,,,,
JCB,https://www.emploitic.com/attachments/company_logo/logo_4921447.jpg,"BTP, Construction, Immobilier","Peter House Oxford Street, M1 5AN, Manchester, United Kingdom, Algérie","In every corner of the world you'll find a JCB machine. JCB is one of the world's top three manufacturers of construction equipment. We employ around 10,000 people on 4 continents and sell our products in 150 countries through 2,000 dealer depot locations.

Throughout our 67 year history, we have always invested heavily in research and development, keeping JCB at the cutting edge of innovation.

Today, JCB has some of the finest engineering facilities across the globe, produces a range of over 300 machines and maintains a reputation for unrivalled customer service.

JCB, a truly world-class and still family owned company.",https://www.jcb.com/en-za,Multinationale,,,https://web.facebook.com/JCB?_rdc=1&_rdr,
Qualisanté,https://www.emploitic.com/attachments/company_logo/logo_4921248.jpg,Services,"Bab ezzouar, Alger, Algérie",,,PME/PMI,,,,
WWG,https://www.emploitic.com/attachments/company_logo/logo_5281175.jpg,"Informatique, Télécom, Internet",", Italie",,https://www.wwg.it/,Multinationale,,https://www.linkedin.com/company/wwg-srl/,https://www.facebook.com/WWGSoftwareCompany,
Inyad,https://www.emploitic.com/attachments/company_logo/logo_4916537.jpg,Services,"179, Angle Boulevard de Londres et, Bd de la Résistance, Casablanca 20250, , Maroc",,,PME/PMI,,,,
SARL FAIRWAY,https://www.emploitic.com/attachments/company_logo/logo_5064588.jpg,Industries,"El kous commune el chet, wilaya de Taref, El tarf, Algérie",,,Grande entreprise,,,,
SARL ORION LAB,https://www.emploitic.com/attachments/company_logo/logo_5043005.jpg,Industries,"SARL ORION LAB, Oran, Algérie","Orion Lab est un laboratoire pharmaceutique créé en 2017, situé à
Oran. Ce dernier a été imaginé par trois frères afin de répondre
à une des principales préoccupations dans le domaine de l’accès
aux soins des malades du cancer en Algérie. En effet, Orion Lab a
vocation à produire des médicaments anticancéreux couvrant la
totalité des besoins du marché local pour plusieurs types de cancer
mais aussi à l’international via l’exportation de ses produits et
le contract manufacturing « CMO ». Les promoteurs de ce projet
ambitieux ont bâti la totalité de leur expérience dans le domaine
de la fabrication et la distribution de médicaments depuis plus de 10
ans.",https://orionlab.com/,Grande entreprise,,,,
Tahalib,https://www.emploitic.com/attachments/company_logo/logo_4917414.jpg,Industries,"blida, Blida, Algérie",,,PME/PMI,,,,
Djaout Sofiane Zineddine,https://www.emploitic.com/attachments/company_logo/logo_4917534.jpg,Services,"Cité Garidi 1 B17 appatement N13, Alger, Algérie",,,PME/PMI,,,,
Pharmacie Abdellaoui Meriem,https://www.emploitic.com/attachments/company_logo/logo_4917668.jpg,"Distribution, Commerce","cité 662 logts LPP B18 local N°44n ouled fayet, Alger, Algérie",,,PME/PMI,,,,
Cabinet d'Expertise Comptable F.A,https://www.emploitic.com/attachments/company_logo/logo_4922092.jpg,Services,"Boulvard Millenium N°5 Bir el djir, , Oran, Algérie",,,PME/PMI,,,,
Leyla Laser by Reyhanioglu,https://www.emploitic.com/attachments/company_logo/logo_4917946.jpg,Services,"bt 15 num 199, Chem. Said Hamdine, Bir Mourad Raïs 16078, Alger, Algérie",,,PME/PMI,,,,
Sarl Famille Immobilier,https://www.emploitic.com/attachments/company_logo/logo_4914738.jpg,"BTP, Construction, Immobilier","118 lots Alioua fodil chéraga, Alger, Algérie",,,PME/PMI,,,,
Gomycode,https://www.emploitic.com/attachments/company_logo/logo_4909266.jpg,"Informatique, Télécom, Internet","Abidjan, Côte d'ivoire",,,PME/PMI,,,,
Business vision consulting,https://www.emploitic.com/attachments/company_logo/logo_4909899.jpg,"Informatique, Télécom, Internet","casablanca, Algérie",,,PME/PMI,,,,
Indust Services,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"21 BP 725 ABIDJAN 21, Côte d'ivoire",,,PME/PMI,,,,
Marubeni-Itochu Tubulars Europe,https://www.emploitic.com/attachments/company_logo/logo_4903826.jpg,Industries,"12 chemin du Petit Hydra – , ie, 16035 ALGER (DZ)HYDRA, Alger, Algérie",,https://www.benichu.com/en/,Multinationale,,,,
SDG Algérie,https://www.emploitic.com/attachments/company_logo/logo_4898412.jpg,"Informatique, Télécom, Internet","05 rue aissat idir chéraga ALGER (DZ), Alger, Algérie","SDG Group est un cabinet international de conseil en management ayant une expertise éprouvée dans les domaines de la Business Intelligence, de la Gestion de la Performance d'entreprise et des outils collaboratifs d’analyse du métier.

SDG est devenu un centre d'excellence dans les projets de bout-en-bout de modélisation et de mise en œuvre des systèmes, apportant un support aux processus et aux fonctions métiers tels que :

• Les services financiers

• L’intégration de plateformes analytiques

• La gouvernance des données

• Les analyses prédictives

Capitalisant plus de 15 ans d'expérience dans la planification et le contrôle de gestion, de reporting financier, de gestion de la performance opérationnelle et des projets d’analyses marketing, SDG a développé et peaufiné son approche novatrice de l’intelligence de gestion aux besoins de chaque industrie, permettant ainsi aux entreprises d’aborder de nouvelles méthodes pour mieux gérer leurs besoins spécifiques.",,Multinationale,,https://www.linkedin.com/company/sdg-consulting-alg%C3%A9rie/,,
SDG Algérie,https://www.emploitic.com/attachments/company_logo/logo_4898412.jpg,"Informatique, Télécom, Internet","05 rue aissat idir chéraga ALGER (DZ), Alger, Algérie","SDG Group est un cabinet international de conseil en management ayant une expertise éprouvée dans les domaines de la Business Intelligence, de la Gestion de la Performance d'entreprise et des outils collaboratifs d’analyse du métier.

SDG est devenu un centre d'excellence dans les projets de bout-en-bout de modélisation et de mise en œuvre des systèmes, apportant un support aux processus et aux fonctions métiers tels que :

• Les services financiers

• L’intégration de plateformes analytiques

• La gouvernance des données

• Les analyses prédictives

Capitalisant plus de 15 ans d'expérience dans la planification et le contrôle de gestion, de reporting financier, de gestion de la performance opérationnelle et des projets d’analyses marketing, SDG a développé et peaufiné son approche novatrice de l’intelligence de gestion aux besoins de chaque industrie, permettant ainsi aux entreprises d’aborder de nouvelles méthodes pour mieux gérer leurs besoins spécifiques.",,Multinationale,,https://www.linkedin.com/company/sdg-consulting-alg%C3%A9rie/,,
ISI Boissons,https://www.emploitic.com/attachments/company_logo/logo_4896420.jpg,"Distribution, Commerce","rue mousalaha 5 juillet babezouar alger, Alger, Algérie",,,PME/PMI,,,,
Batimetal charpente centre,https://www.emploitic.com/attachments/company_logo/logo_5019698.jpg,"BTP, Construction, Immobilier","90 RUE DE TRIPOLI Rp,(16), Hussein Dey, Alger, Algérie","UNITÉ DE CONSTRUCTION ET FABRICATION INDUSTRIEL DE CHARPENTE ET DE
CHAUDRONNERIE ET SERRURERIE",https://batimetalcentre.com/,Entreprise publique,,,,
Speaking ProDZ,https://www.emploitic.com/attachments/company_logo/logo_4894577.jpg,Services,", Algérie",,,PME/PMI,,,,
PAC EMBALLAGE,https://www.emploitic.com/attachments/company_logo/logo_4920070.jpg,Industries,"Zone indusrielle, logts 279 Birtouta, , Alger, Algérie",,,PME/PMI,,,,
Sarl SOCAD,https://www.emploitic.com/attachments/company_logo/logo_5094012.jpg,"Distribution, Commerce","25 LOTISSEMENT ENNAHDA CHARBONIER Birkhadem, Alger, Algérie",,,PME/PMI,,,,
ASSECO,https://www.emploitic.com/attachments/company_logo/logo_4891683.jpg,"Informatique, Télécom, Internet","Lomé, Togo",,,Grande entreprise,,,,
Bordji chiheb (distributeur des produits laitiers et alimentation),https://www.emploitic.com/attachments/company_logo/logo_4889965.jpg,"Informatique, Télécom, Internet","Commune echatt, Daira de ben mhidi, wilaya de el Taref, El tarf, Algérie",,,PME/PMI,,,,
EURL WD AGI,https://www.emploitic.com/attachments/company_logo/logo_4943109.jpg,Industries,"48 logts tranche 1 partie 5 El Karma, Oran, Algérie",,,PME/PMI,,,,
Novative Algérie,https://www.emploitic.com/attachments/company_logo/logo_4890268.jpg,"Informatique, Télécom, Internet","Businesse center, Bab Ezzouar, Alger, Algérie",,,Multinationale,,,,
AMP,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"Ccocody- II Plateaux 7ème tranche, Côte d'ivoire",,,PME/PMI,,,,
SARL EPTEC,https://www.emploitic.com/attachments/company_logo/logo_5140443.jpg,"Distribution, Commerce","quartier 50 lots B n°3, N°2, Pole urbain Médéa, Medea, Algérie",,,PME/PMI,,,,
NICKY Cosmetics Algérie,https://www.emploitic.com/attachments/company_logo/logo_4887522.jpg,Services,"Constatine, Constantine, Algérie",,,PME/PMI,,,,
SARL ROAH TECHNOLOGIE,https://www.emploitic.com/attachments/company_logo/logo_4887525.jpg,"Informatique, Télécom, Internet","Résidence chaabani, BT F4val d'hydra, Alger, Algérie",,,PME/PMI,,,,
Sikopharm,https://www.emploitic.com/attachments/company_logo/logo_4887679.jpg,"Distribution, Commerce","Logts 500 Baraki, Alger, Algérie",,,PME/PMI,,,,
SARL SADEK AUTO,https://www.emploitic.com/attachments/company_logo/logo_4888023.jpg,"Distribution, Commerce","Douar Bouaamama, N° 08 Ilots 20 étage 02, Commune de Sidi Chahmi - ., Oran, Algérie",,,PME/PMI,,,,
SPA BIOREAL CHIFFA,https://www.emploitic.com/attachments/company_logo/logo_4884685.jpg,"Distribution, Commerce","lot el emir abdelkader , n 63 , bir el djir , oran ORAN (DZ)BIR EL DJIR, Oran, Algérie",,,Grande entreprise,,,,
Pulse Côte-d'Ivoire,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Informatique, Télécom, Internet","Danga Rue B5, Cocody, Abidjan, Côte d'ivoire",,,PME/PMI,,,,
CEA,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"Bénin, Cotonou, Littoral, Bénin",,,PME/PMI,,,,
SARL Pole Ceram,https://www.emploitic.com/attachments/company_logo/logo_4949608.jpg,Industries,"Poleceram, Bordj Bou Arreridj, Algérie","Poleceram est une nouvelle unité de fabrication des carreaux
céramiques. Située à mi-distance des wilayas Bordj Bou Arrèridj et
M’Sila abordant la RN 45. L’usine est spécialisée dans la
production des carreaux de sols, mats et cristalines. En plus des
carreaux muraux mats et cristalines. Pour toutes informations nous
vous prions de prendre contact directement avec nos conseillés aux
numéros sus indiqués. Tél: +213 661 31 34 88 Email:
commercial@poleceram.com",https://poleceram.com/contactez-nous/,PME/PMI,,https://www.linkedin.com/company/poleceram/,https://www.facebook.com/poleceram/?_rdr,
IT Systems,https://www.emploitic.com/attachments/company_logo/logo_4949276.jpg,"Informatique, Télécom, Internet",", Alger, Algérie",,,PME/PMI,,,,
Miss Robe,https://www.emploitic.com/attachments/company_logo/logo_4881276.jpg,"Distribution, Commerce","boulevard céphéide en face du palais présidentielle . 23000, Annaba, Algérie",,,PME/PMI,,,,
Pharmacie Louam,https://www.emploitic.com/attachments/company_logo/logo_4873920.jpg,"Distribution, Commerce","Route du petit staouali, Alger, Algérie",,,PME/PMI,,,,
Eurl MBH VISION,https://www.emploitic.com/attachments/company_logo/logo_4874180.jpg,"Distribution, Commerce","cité bois des cars 3 villa 211, Alger, Algérie",,,PME/PMI,,,,
Golden fitness,https://www.emploitic.com/attachments/company_logo/logo_4874485.jpg,Services,"Info.goldenfitness.dz@gmail.com, Alger, Algérie",,,PME/PMI,,,,
Merid TECHNOLOGY,https://www.emploitic.com/attachments/company_logo/logo_5013768.jpg,Services,"66 Rte de Ouled Fayet, Chéraga 16000, Alger, Algérie",,,PME/PMI,,,,
ARA GROUP,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Distribution, Commerce","aratransport2019@gmail.com, Côte d'ivoire",,,PME/PMI,,,,
Groupe Lacheb,https://www.emploitic.com/attachments/company_logo/logo_4872011.jpg,Industries,"Groupe de propriété N°25 lot N°01 Route de Boufarik- - ALGERIE., Blida, Algérie",,,PME/PMI,,,,
Entrepôt Frigo Houssem Eddine,https://www.emploitic.com/attachments/company_logo/logo_5010308.jpg,Services,"Groupe propriété N 179 LOT N 01, Blida, Algérie",,,PME/PMI,,,,
Sarl Health Aspire Medic,https://www.emploitic.com/attachments/company_logo/logo_4872046.jpg,Industries,"Centre des affaires 9éme étage parc mal setif, Setif, Algérie",,,PME/PMI,,,,
SPA MOSTA BOUSTANE,https://www.emploitic.com/attachments/company_logo/logo_4872109.jpg,Industries,"Route National N° 17 Fornaka, Mostaganem, Blida, Algérie",,,PME/PMI,,,,
